date,Open,High,Low,Close,Volume,aVWAP_peak_166,aVWAP_valley_188,aVWAP_valley_187,aVWAP_valley_186,aVWAP_valley_185,aVWAP_valley_184,aVWAP_valley_174,aVWAP_valley_173,aVWAP_valley_163,aVWAP_valley_153,aVWAP_valley_152,aVWAP_valley_151,aVWAP_valley_150,aVWAP_valley_149,aVWAP_valley_148,aVWAP_valley_147,aVWAP_valley_146,aVWAP_valley_145,aVWAP_valley_144,aVWAP_valley_143,aVWAP_valley_142,aVWAP_valley_141,aVWAP_valley_140,aVWAP_valley_139,aVWAP_valley_138,aVWAP_valley_137,aVWAP_valley_126,aVWAP_valley_125,aVWAP_valley_124,aVWAP_valley_123,aVWAP_valley_122,aVWAP_valley_121,aVWAP_valley_120,aVWAP_valley_119,aVWAP_valley_118,aVWAP_valley_117,aVWAP_valley_116,aVWAP_valley_115,aVWAP_valley_114,aVWAP_valley_113,aVWAP_valley_112,aVWAP_valley_111,aVWAP_valley_110,aVWAP_valley_109,aVWAP_valley_108,aVWAP_valley_107,aVWAP_valley_106,aVWAP_valley_105,aVWAP_valley_104,aVWAP_valley_103,aVWAP_valley_102,aVWAP_valley_101,aVWAP_valley_100,aVWAP_valley_99,aVWAP_valley_98,aVWAP_valley_97,aVWAP_valley_96,aVWAP_valley_95,aVWAP_valley_94,aVWAP_valley_93,aVWAP_valley_92,aVWAP_valley_81,aVWAP_valley_80,aVWAP_valley_79,aVWAP_valley_78,aVWAP_valley_77,aVWAP_valley_76,aVWAP_valley_75,aVWAP_valley_74,aVWAP_valley_73,aVWAP_valley_72,aVWAP_valley_71,aVWAP_valley_70,aVWAP_valley_69,aVWAP_valley_68,aVWAP_valley_67,aVWAP_valley_66,aVWAP_valley_65,aVWAP_valley_64,aVWAP_valley_63,aVWAP_valley_62,aVWAP_valley_61,aVWAP_valley_60,aVWAP_valley_59,aVWAP_valley_58,aVWAP_valley_57,aVWAP_valley_56,aVWAP_valley_55,aVWAP_valley_54,aVWAP_valley_53,aVWAP_valley_52,aVWAP_valley_51,aVWAP_valley_50,aVWAP_valley_49,aVWAP_valley_48,aVWAP_valley_47,aVWAP_valley_46,aVWAP_valley_45,Peaks_avg,Valleys_avg,color
2025-07-10 13:30:00+00:00,0.9813,0.9813,0.9813,0.9813,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9842000000000001,,0.9842000000000001,#000000
2025-07-10 13:35:00+00:00,0.9813,0.9813,0.9813,0.9813,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9842000000000001,,0.9842000000000001,#000000
2025-07-10 13:40:00+00:00,0.9813,0.9813,0.9813,0.9813,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9842000000000001,,0.9842000000000001,#000000
2025-07-10 13:45:00+00:00,0.9813,1.015,0.9813,1.015,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9842000000000001,,0.9842000000000001,#000000
2025-07-10 13:50:00+00:00,1.015,1.015,1.015,1.015,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9842000000000001,,0.9842000000000001,#000000
2025-07-10 13:55:00+00:00,1.015,1.02,1.015,1.015,800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0166666666666666,1.0166666666666666,1.0166666666666666,1.0166666666666666,1.0166666666666666,1.0166666666666666,1.0166666666666666,1.0166666666666666,1.0166666666666666,1.0166666666666666,1.0166666666666666,1.0166666666666666,1.0166666666666666,1.0166666666666666,1.0166666666666666,1.0166666666666666,1.0166666666666666,1.0166666666666666,1.0166666666666666,1.0166666666666666,1.0166666666666666,1.0166666666666666,1.0166666666666666,1.0166666666666666,1.0166666666666666,1.0166666666666666,1.0166666666666666,1.0166666666666666,1.0166666666666666,1.0166666666666666,1.0166666666666666,1.0166666666666666,1.0166666666666666,1.0166666666666666,1.0166666666666666,1.0166666666666666,0.9950267333611227,,1.0166666666666664,#000000
2025-07-10 14:00:00+00:00,1.015,1.02,1.015,1.02,150.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,0.9963982476788283,,1.0169298245614038,#000000
2025-07-10 14:05:00+00:00,1.02,1.02,1.02,1.02,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,0.9963982476788283,,1.0169298245614038,#000000
2025-07-10 14:10:00+00:00,1.02,1.02,1.02,1.02,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,0.9963982476788283,,1.0169298245614038,#000000
2025-07-10 14:15:00+00:00,1.02,1.02,1.015,1.015,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,0.9963982476788283,,1.0169298245614038,#000000
2025-07-10 14:20:00+00:00,1.015,1.015,1.015,1.015,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,0.9963982476788283,,1.0169298245614038,#000000
2025-07-10 14:25:00+00:00,1.01,1.01,1.01,1.01,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,0.9963982476788283,,1.0169298245614038,#000000
2025-07-10 14:30:00+00:00,1.01,1.01,1.01,1.01,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,0.9963982476788283,,1.0169298245614038,#000000
2025-07-10 14:35:00+00:00,1.01,1.01,1.01,1.01,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,0.9963982476788283,,1.0169298245614038,#000000
2025-07-10 14:40:00+00:00,1.01,1.01,1.01,1.01,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,0.9963982476788283,,1.0169298245614038,#000000
2025-07-10 14:45:00+00:00,1.01,1.01,1.01,1.01,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,0.9963982476788283,,1.0169298245614038,#000000
2025-07-10 14:50:00+00:00,1.01,1.01,1.01,1.01,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,0.9963982476788283,,1.0169298245614038,#000000
2025-07-10 14:55:00+00:00,1.01,1.01,1.01,1.01,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,0.9963982476788283,,1.0169298245614038,#000000
2025-07-10 15:00:00+00:00,1.01,1.01,1.01,1.01,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,0.9963982476788283,,1.0169298245614038,#000000
2025-07-10 15:05:00+00:00,1.01,1.01,1.01,1.01,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,0.9963982476788283,,1.0169298245614038,#000000
2025-07-10 15:10:00+00:00,1.01,1.01,1.01,1.01,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,0.9963982476788283,,1.0169298245614038,#000000
2025-07-10 15:15:00+00:00,1.01,1.01,1.01,1.01,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,0.9963982476788283,,1.0169298245614038,#000000
2025-07-10 15:20:00+00:00,1.01,1.01,1.01,1.01,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,0.9963982476788283,,1.0169298245614038,#000000
2025-07-10 15:25:00+00:00,1.01,1.01,1.01,1.01,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,0.9963982476788283,,1.0169298245614038,#000000
2025-07-10 15:30:00+00:00,1.01,1.01,1.01,1.01,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,0.9963982476788283,,1.0169298245614038,#000000
2025-07-10 15:35:00+00:00,1.01,1.01,1.01,1.01,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,0.9963982476788283,,1.0169298245614038,#000000
2025-07-10 15:40:00+00:00,1.01,1.01,1.01,1.01,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,0.9963982476788283,,1.0169298245614038,#000000
2025-07-10 15:45:00+00:00,1.01,1.01,1.01,1.01,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,0.9963982476788283,,1.0169298245614038,#000000
2025-07-10 15:50:00+00:00,1.01,1.01,1.01,1.01,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,0.9963982476788283,,1.0169298245614038,#000000
2025-07-10 15:55:00+00:00,1.01,1.01,1.01,1.01,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,0.9963982476788283,,1.0169298245614038,#000000
2025-07-10 16:00:00+00:00,1.01,1.01,1.01,1.01,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,0.9963982476788283,,1.0169298245614038,#000000
2025-07-10 16:05:00+00:00,1.01,1.01,1.01,1.01,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,1.0169298245614036,0.9963982476788283,,1.0169298245614038,#000000
