date,Open,High,Low,Close,Volume,aVWAP_peak_881,aVWAP_peak_880,aVWAP_peak_879,aVWAP_peak_878,aVWAP_peak_877,aVWAP_peak_876,aVWAP_peak_875,aVWAP_peak_874,aVWAP_peak_873,aVWAP_peak_872,aVWAP_peak_859,aVWAP_peak_846,aVWAP_peak_836,aVWAP_peak_835,aVWAP_peak_834,aVWAP_peak_833,aVWAP_peak_832,aVWAP_peak_809,aVWAP_peak_808,aVWAP_peak_789,aVWAP_peak_776,aVWAP_peak_750,aVWAP_valley_882,aVWAP_valley_872,aVWAP_valley_871,aVWAP_valley_870,aVWAP_valley_852,aVWAP_valley_837,aVWAP_valley_836,aVWAP_valley_835,aVWAP_valley_834,aVWAP_valley_833,aVWAP_valley_832,aVWAP_valley_818,aVWAP_valley_797,aVWAP_valley_767,aVWAP_valley_737,aVWAP_valley_736,aVWAP_valley_714,aVWAP_valley_695,aVWAP_valley_694,aVWAP_valley_693,aVWAP_valley_692,aVWAP_valley_691,aVWAP_valley_690,aVWAP_valley_689,aVWAP_valley_688,aVWAP_valley_687,aVWAP_valley_686,aVWAP_valley_685,aVWAP_valley_684,aVWAP_valley_683,aVWAP_valley_682,aVWAP_valley_660,aVWAP_valley_647,aVWAP_valley_629,aVWAP_valley_628,aVWAP_valley_627,aVWAP_valley_626,aVWAP_valley_625,aVWAP_valley_624,aVWAP_valley_623,aVWAP_valley_611,aVWAP_valley_610,aVWAP_valley_609,aVWAP_valley_608,aVWAP_valley_607,aVWAP_valley_606,aVWAP_valley_605,aVWAP_valley_594,aVWAP_valley_582,aVWAP_valley_570,aVWAP_valley_558,aVWAP_valley_548,aVWAP_valley_547,aVWAP_valley_546,aVWAP_valley_545,aVWAP_valley_544,aVWAP_valley_528,aVWAP_valley_503,aVWAP_valley_502,aVWAP_valley_491,aVWAP_valley_474,aVWAP_valley_414,aVWAP_valley_395,aVWAP_valley_394,aVWAP_valley_393,aVWAP_valley_392,aVWAP_valley_391,aVWAP_valley_390,aVWAP_valley_389,aVWAP_valley_388,aVWAP_valley_365,aVWAP_valley_341,aVWAP_valley_340,aVWAP_valley_339,aVWAP_valley_338,aVWAP_valley_337,aVWAP_valley_336,aVWAP_valley_335,aVWAP_valley_334,aVWAP_valley_323,aVWAP_valley_308,aVWAP_valley_307,aVWAP_valley_306,aVWAP_valley_305,aVWAP_valley_304,aVWAP_valley_293,aVWAP_valley_261,aVWAP_valley_238,aVWAP_valley_237,aVWAP_valley_209,aVWAP_valley_208,aVWAP_valley_191,aVWAP_valley_190,aVWAP_valley_189,aVWAP_valley_188,aVWAP_valley_187,aVWAP_valley_186,aVWAP_valley_185,aVWAP_valley_184,aVWAP_valley_183,aVWAP_valley_182,aVWAP_valley_181,aVWAP_valley_180,aVWAP_valley_179,aVWAP_valley_178,aVWAP_valley_177,aVWAP_valley_176,aVWAP_valley_175,aVWAP_valley_174,aVWAP_valley_173,aVWAP_valley_172,aVWAP_valley_171,aVWAP_valley_170,aVWAP_valley_169,aVWAP_valley_168,aVWAP_valley_167,aVWAP_valley_166,aVWAP_valley_165,aVWAP_valley_164,aVWAP_valley_163,aVWAP_valley_162,aVWAP_valley_161,aVWAP_valley_160,aVWAP_valley_159,aVWAP_valley_158,aVWAP_valley_157,aVWAP_valley_156,aVWAP_valley_155,aVWAP_valley_154,aVWAP_valley_153,aVWAP_valley_152,aVWAP_valley_151,aVWAP_valley_150,aVWAP_valley_149,aVWAP_valley_148,aVWAP_valley_147,aVWAP_valley_146,aVWAP_valley_145,aVWAP_valley_144,aVWAP_valley_143,aVWAP_valley_142,aVWAP_valley_141,aVWAP_valley_140,aVWAP_valley_139,aVWAP_valley_138,aVWAP_valley_137,aVWAP_valley_136,aVWAP_valley_125,aVWAP_valley_124,aVWAP_valley_101,aVWAP_valley_100,aVWAP_valley_99,aVWAP_valley_98,aVWAP_valley_97,aVWAP_valley_96,aVWAP_valley_95,aVWAP_valley_94,aVWAP_valley_93,aVWAP_valley_92,aVWAP_valley_91,aVWAP_valley_90,aVWAP_valley_89,aVWAP_valley_88,aVWAP_valley_87,aVWAP_valley_86,aVWAP_valley_85,aVWAP_valley_84,aVWAP_valley_83,aVWAP_valley_82,aVWAP_valley_81,aVWAP_valley_61,aVWAP_valley_60,Peaks_avg,Valleys_avg,color,OB,OB_High,OB_Low,OB_Mitigated_Index
2025-03-06 20:00:00+00:00,2.065,2.065,2.065,2.065,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.020809059894326,2.020809059894326,2.020809059894326,2.020809059894326,2.020809059894326,2.020809059894326,2.020809059894326,2.020809059894326,1.9684292912939654,1.9556488383874937,1.9556488383874937,1.9556488383874937,1.9556488383874937,1.9556488383874937,1.9746746681064267,2.123322155486159,2.1395544152448354,2.139825787549432,2.1541405527222683,2.153014615336151,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1372028525024667,2.136223259538389,2.116831466287331,2.116831466287331,2.116831466287331,2.116831466287331,2.116831466287331,2.116831466287331,2.116831466287331,2.116831466287331,2.116831466287331,2.116831466287331,2.116831466287331,2.116831466287331,2.116831466287331,2.116831466287331,2.116831466287331,2.116831466287331,2.116831466287331,2.116831466287331,2.116831466287331,2.116831466287331,2.116831466287331,2.1058515555137722,2.1032747660875515,,2.0298839078415662,"rgba(38, 166, 154, 0.5)",0.0,0.0,0.0,0.0
2025-03-07 15:00:00+00:00,2.065,2.065,2.065,2.065,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.020809059894326,2.020809059894326,2.020809059894326,2.020809059894326,2.020809059894326,2.020809059894326,2.020809059894326,2.020809059894326,1.9684292912939654,1.9556488383874937,1.9556488383874937,1.9556488383874937,1.9556488383874937,1.9556488383874937,1.9746746681064267,2.123322155486159,2.1395544152448354,2.139825787549432,2.1541405527222683,2.153014615336151,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1372028525024667,2.136223259538389,2.116831466287331,2.116831466287331,2.116831466287331,2.116831466287331,2.116831466287331,2.116831466287331,2.116831466287331,2.116831466287331,2.116831466287331,2.116831466287331,2.116831466287331,2.116831466287331,2.116831466287331,2.116831466287331,2.116831466287331,2.116831466287331,2.116831466287331,2.116831466287331,2.116831466287331,2.116831466287331,2.116831466287331,2.1058515555137722,2.1032747660875515,,2.0298839078415662,"rgba(38, 166, 154, 0.5)",0.0,0.0,0.0,0.0
2025-03-07 16:00:00+00:00,2.065,2.065,2.065,2.065,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.020809059894326,2.020809059894326,2.020809059894326,2.020809059894326,2.020809059894326,2.020809059894326,2.020809059894326,2.020809059894326,1.9684292912939654,1.9556488383874937,1.9556488383874937,1.9556488383874937,1.9556488383874937,1.9556488383874937,1.9746746681064267,2.123322155486159,2.1395544152448354,2.139825787549432,2.1541405527222683,2.153014615336151,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1372028525024667,2.136223259538389,2.116831466287331,2.116831466287331,2.116831466287331,2.116831466287331,2.116831466287331,2.116831466287331,2.116831466287331,2.116831466287331,2.116831466287331,2.116831466287331,2.116831466287331,2.116831466287331,2.116831466287331,2.116831466287331,2.116831466287331,2.116831466287331,2.116831466287331,2.116831466287331,2.116831466287331,2.116831466287331,2.116831466287331,2.1058515555137722,2.1032747660875515,,2.0298839078415662,"rgba(38, 166, 154, 0.5)",0.0,0.0,0.0,0.0
2025-03-07 17:00:00+00:00,2.065,2.065,2.065,2.065,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.020809059894326,2.020809059894326,2.020809059894326,2.020809059894326,2.020809059894326,2.020809059894326,2.020809059894326,2.020809059894326,1.9684292912939654,1.9556488383874937,1.9556488383874937,1.9556488383874937,1.9556488383874937,1.9556488383874937,1.9746746681064267,2.123322155486159,2.1395544152448354,2.139825787549432,2.1541405527222683,2.153014615336151,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1372028525024667,2.136223259538389,2.116831466287331,2.116831466287331,2.116831466287331,2.116831466287331,2.116831466287331,2.116831466287331,2.116831466287331,2.116831466287331,2.116831466287331,2.116831466287331,2.116831466287331,2.116831466287331,2.116831466287331,2.116831466287331,2.116831466287331,2.116831466287331,2.116831466287331,2.116831466287331,2.116831466287331,2.116831466287331,2.116831466287331,2.1058515555137722,2.1032747660875515,,2.0298839078415662,"rgba(38, 166, 154, 0.5)",0.0,0.0,0.0,0.0
2025-03-07 18:00:00+00:00,2.065,2.065,2.065,2.065,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.020809059894326,2.020809059894326,2.020809059894326,2.020809059894326,2.020809059894326,2.020809059894326,2.020809059894326,2.020809059894326,1.9684292912939654,1.9556488383874937,1.9556488383874937,1.9556488383874937,1.9556488383874937,1.9556488383874937,1.9746746681064267,2.123322155486159,2.1395544152448354,2.139825787549432,2.1541405527222683,2.153014615336151,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1372028525024667,2.136223259538389,2.116831466287331,2.116831466287331,2.116831466287331,2.116831466287331,2.116831466287331,2.116831466287331,2.116831466287331,2.116831466287331,2.116831466287331,2.116831466287331,2.116831466287331,2.116831466287331,2.116831466287331,2.116831466287331,2.116831466287331,2.116831466287331,2.116831466287331,2.116831466287331,2.116831466287331,2.116831466287331,2.116831466287331,2.1058515555137722,2.1032747660875515,,2.0298839078415662,"rgba(38, 166, 154, 0.5)",0.0,0.0,0.0,0.0
2025-03-07 19:00:00+00:00,2.065,2.065,2.065,2.065,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.020809059894326,2.020809059894326,2.020809059894326,2.020809059894326,2.020809059894326,2.020809059894326,2.020809059894326,2.020809059894326,1.9684292912939654,1.9556488383874937,1.9556488383874937,1.9556488383874937,1.9556488383874937,1.9556488383874937,1.9746746681064267,2.123322155486159,2.1395544152448354,2.139825787549432,2.1541405527222683,2.153014615336151,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1372028525024667,2.136223259538389,2.116831466287331,2.116831466287331,2.116831466287331,2.116831466287331,2.116831466287331,2.116831466287331,2.116831466287331,2.116831466287331,2.116831466287331,2.116831466287331,2.116831466287331,2.116831466287331,2.116831466287331,2.116831466287331,2.116831466287331,2.116831466287331,2.116831466287331,2.116831466287331,2.116831466287331,2.116831466287331,2.116831466287331,2.1058515555137722,2.1032747660875515,,2.0298839078415662,"rgba(38, 166, 154, 0.5)",0.0,0.0,0.0,0.0
2025-03-07 20:00:00+00:00,2.065,2.065,2.065,2.065,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.020809059894326,2.020809059894326,2.020809059894326,2.020809059894326,2.020809059894326,2.020809059894326,2.020809059894326,2.020809059894326,1.9684292912939654,1.9556488383874937,1.9556488383874937,1.9556488383874937,1.9556488383874937,1.9556488383874937,1.9746746681064267,2.123322155486159,2.1395544152448354,2.139825787549432,2.1541405527222683,2.153014615336151,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1372028525024667,2.136223259538389,2.116831466287331,2.116831466287331,2.116831466287331,2.116831466287331,2.116831466287331,2.116831466287331,2.116831466287331,2.116831466287331,2.116831466287331,2.116831466287331,2.116831466287331,2.116831466287331,2.116831466287331,2.116831466287331,2.116831466287331,2.116831466287331,2.116831466287331,2.116831466287331,2.116831466287331,2.116831466287331,2.116831466287331,2.1058515555137722,2.1032747660875515,,2.0298839078415662,"rgba(38, 166, 154, 0.5)",0.0,0.0,0.0,0.0
2025-03-10 14:00:00+00:00,2.065,2.065,2.065,2.065,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.020809059894326,2.020809059894326,2.020809059894326,2.020809059894326,2.020809059894326,2.020809059894326,2.020809059894326,2.020809059894326,1.9684292912939654,1.9556488383874937,1.9556488383874937,1.9556488383874937,1.9556488383874937,1.9556488383874937,1.9746746681064267,2.123322155486159,2.1395544152448354,2.139825787549432,2.1541405527222683,2.153014615336151,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1394392007675385,2.1372028525024667,2.136223259538389,2.116831466287331,2.116831466287331,2.116831466287331,2.116831466287331,2.116831466287331,2.116831466287331,2.116831466287331,2.116831466287331,2.116831466287331,2.116831466287331,2.116831466287331,2.116831466287331,2.116831466287331,2.116831466287331,2.116831466287331,2.116831466287331,2.116831466287331,2.116831466287331,2.116831466287331,2.116831466287331,2.116831466287331,2.1058515555137722,2.1032747660875515,,2.0298839078415662,"rgba(38, 166, 154, 0.5)",0.0,0.0,0.0,0.0
2025-03-10 15:00:00+00:00,2.065,2.07,1.975,2.065,26942.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.024760006781646,2.024760006781646,2.024760006781646,2.024760006781646,2.024760006781646,2.024760006781646,2.024760006781646,2.024760006781646,1.9789236935641004,1.963985446082906,1.963985446082906,1.963985446082906,1.963985446082906,1.963985446082906,1.9806250059377908,2.1193708100972315,2.135629673783206,2.1359133010496874,2.150806571790739,2.1497429174798994,2.1368621563774983,2.1368621563774983,2.1368621563774983,2.1368621563774983,2.1368621563774983,2.1368621563774983,2.1368621563774983,2.1368621563774983,2.1368621563774983,2.1368621563774983,2.1368621563774983,2.1368621563774983,2.1368621563774983,2.1368621563774983,2.1368621563774983,2.1368621563774983,2.1368621563774983,2.1368621563774983,2.1368621563774983,2.1368621563774983,2.1368621563774983,2.1368621563774983,2.1368621563774983,2.1368621563774983,2.1368621563774983,2.1368621563774983,2.1368621563774983,2.1368621563774983,2.1368621563774983,2.1368621563774983,2.1368621563774983,2.1368621563774983,2.1368621563774983,2.1368621563774983,2.1368621563774983,2.1368621563774983,2.1368621563774983,2.1368621563774983,2.1368621563774983,2.1368621563774983,2.1368621563774983,2.1368621563774983,2.1368621563774983,2.1368621563774983,2.1368621563774983,2.1368621563774983,2.1368621563774983,2.1368621563774983,2.1368621563774983,2.1368621563774983,2.1368621563774983,2.1368621563774983,2.1368621563774983,2.1368621563774983,2.1368621563774983,2.1368621563774983,2.1347043759341306,2.1337589539298683,2.1150434813083088,2.1150434813083088,2.1150434813083088,2.1150434813083088,2.1150434813083088,2.1150434813083088,2.1150434813083088,2.1150434813083088,2.1150434813083088,2.1150434813083088,2.1150434813083088,2.1150434813083088,2.1150434813083088,2.1150434813083088,2.1150434813083088,2.1150434813083088,2.1150434813083088,2.1150434813083088,2.1150434813083088,2.1150434813083088,2.1150434813083088,2.1043477655212524,2.1018356921548773,,2.0334509629185176,#000000,0.0,0.0,0.0,0.0
2025-03-10 16:00:00+00:00,2.065,2.065,2.065,2.065,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.024760006781646,2.024760006781646,2.024760006781646,2.024760006781646,2.024760006781646,2.024760006781646,2.024760006781646,2.024760006781646,1.9789236935641004,1.963985446082906,1.963985446082906,1.963985446082906,1.963985446082906,1.963985446082906,1.9806250059377908,2.1193708100972315,2.135629673783206,2.1359133010496874,2.150806571790739,2.1497429174798994,2.1368621563774983,2.1368621563774983,2.1368621563774983,2.1368621563774983,2.1368621563774983,2.1368621563774983,2.1368621563774983,2.1368621563774983,2.1368621563774983,2.1368621563774983,2.1368621563774983,2.1368621563774983,2.1368621563774983,2.1368621563774983,2.1368621563774983,2.1368621563774983,2.1368621563774983,2.1368621563774983,2.1368621563774983,2.1368621563774983,2.1368621563774983,2.1368621563774983,2.1368621563774983,2.1368621563774983,2.1368621563774983,2.1368621563774983,2.1368621563774983,2.1368621563774983,2.1368621563774983,2.1368621563774983,2.1368621563774983,2.1368621563774983,2.1368621563774983,2.1368621563774983,2.1368621563774983,2.1368621563774983,2.1368621563774983,2.1368621563774983,2.1368621563774983,2.1368621563774983,2.1368621563774983,2.1368621563774983,2.1368621563774983,2.1368621563774983,2.1368621563774983,2.1368621563774983,2.1368621563774983,2.1368621563774983,2.1368621563774983,2.1368621563774983,2.1368621563774983,2.1368621563774983,2.1368621563774983,2.1368621563774983,2.1368621563774983,2.1368621563774983,2.1347043759341306,2.1337589539298683,2.1150434813083088,2.1150434813083088,2.1150434813083088,2.1150434813083088,2.1150434813083088,2.1150434813083088,2.1150434813083088,2.1150434813083088,2.1150434813083088,2.1150434813083088,2.1150434813083088,2.1150434813083088,2.1150434813083088,2.1150434813083088,2.1150434813083088,2.1150434813083088,2.1150434813083088,2.1150434813083088,2.1150434813083088,2.1150434813083088,2.1150434813083088,2.1043477655212524,2.1018356921548773,,2.0334509629185176,#000000,0.0,0.0,0.0,0.0
2025-03-10 17:00:00+00:00,2.065,2.065,1.94,1.94,24405.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.016825096826115,2.016825096826115,2.016825096826115,2.016825096826115,2.016825096826115,2.016825096826115,2.016825096826115,2.016825096826115,1.9792590941050527,1.9654929789870366,1.9654929789870366,1.9654929789870366,1.9654929789870366,1.9654929789870366,1.9807083304653552,2.113908615869713,2.1304873471886543,2.1307901148877773,2.1465672826922315,2.1455680184696075,2.1334153355805276,2.1334153355805276,2.1334153355805276,2.1334153355805276,2.1334153355805276,2.1334153355805276,2.1334153355805276,2.1334153355805276,2.1334153355805276,2.1334153355805276,2.1334153355805276,2.1334153355805276,2.1334153355805276,2.1334153355805276,2.1334153355805276,2.1334153355805276,2.1334153355805276,2.1334153355805276,2.1334153355805276,2.1334153355805276,2.1334153355805276,2.1334153355805276,2.1334153355805276,2.1334153355805276,2.1334153355805276,2.1334153355805276,2.1334153355805276,2.1334153355805276,2.1334153355805276,2.1334153355805276,2.1334153355805276,2.1334153355805276,2.1334153355805276,2.1334153355805276,2.1334153355805276,2.1334153355805276,2.1334153355805276,2.1334153355805276,2.1334153355805276,2.1334153355805276,2.1334153355805276,2.1334153355805276,2.1334153355805276,2.1334153355805276,2.1334153355805276,2.1334153355805276,2.1334153355805276,2.1334153355805276,2.1334153355805276,2.1334153355805276,2.1334153355805276,2.1334153355805276,2.1334153355805276,2.1334153355805276,2.1334153355805276,2.1334153355805276,2.1313351342265334,2.1304235338131243,2.112402151595142,2.112402151595142,2.112402151595142,2.112402151595142,2.112402151595142,2.112402151595142,2.112402151595142,2.112402151595142,2.112402151595142,2.112402151595142,2.112402151595142,2.112402151595142,2.112402151595142,2.112402151595142,2.112402151595142,2.112402151595142,2.112402151595142,2.112402151595142,2.112402151595142,2.112402151595142,2.112402151595142,2.101978930464812,2.099529049796581,,2.029467723661125,#000000,0.0,0.0,0.0,0.0
