date,Close,High,Low,Open,Volume,aVWAP_OB_bull_868,aVWAP_OB_bull_821,aVWAP_OB_bull_794,aVWAP_OB_bull_624,aVWAP_OB_bull_132,aVWAP_OB_bear_532,aVWAP_OB_bear_518,aVWAP_OB_bear_365,aVWAP_OB_bear_162,aVWAP_OB_bear_148,Peaks_Valleys_avg,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,SMA_200,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2022-01-21 00:00:00+00:00,5.5343960956,5.6742860443,5.307074929,5.5081667303,354904,,,,,,,,,,,6.008227746182934,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,18.720867873330967,-24.981196541230027,False,False,False,True,False,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1615248,-391057.8790977071,False,False,False,False,271689.0288647201,False,False,False,False
2022-01-24 00:00:00+00:00,5.4819373649,5.516909852,5.1846712239,5.3857630251,364491,,,,,,,,,,,5.6584647665375805,"rgba(239, 83, 80, 1.0)",0.0,0.0,,5.394506146933334,,17.425637594081223,-26.294389913707295,False,False,False,True,False,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1979739,-453359.099525248,False,False,False,False,275328.32185041736,False,False,False,False
2022-01-25 00:00:00+00:00,5.4906804867,5.5431392174,5.2895886854,5.4119923905,283448,,,,,,,,,,,5.645066145751782,"rgba(239, 83, 80, 1.0)",0.0,0.0,,5.414904942796893,,16.8060094993953,-27.049300384472158,False,False,False,True,False,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1696291,-502101.5269948461,False,False,False,False,275646.74060138135,False,False,False,False
2022-01-26 00:00:00+00:00,5.6218273136,5.8054328713,5.5518823392,5.6130841918,300091,,,,,,,,,,,5.6736772469365215,"rgba(239, 83, 80, 1.0)",0.0,0.0,,5.492397266047249,,19.886815962002416,-27.049300384472158,False,False,False,True,True,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1396200,-537164.2122107345,False,False,False,False,276605.3390091703,False,False,False,False
2022-01-27 00:00:00+00:00,5.4294786341,5.8054328713,5.3333042944,5.6218273136,239414,,,,,,,,,,,5.665141546376217,"rgba(239, 83, 80, 1.0)",0.0,0.0,,5.498514725153534,,20.49185365028228,-27.049300384472158,False,False,False,True,True,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1635614,-580240.6744769802,False,False,False,False,275146.85512645775,False,False,False,False
2022-01-28 00:00:00+00:00,5.4207355123,5.560625461,5.26335932,5.3770199033,178472,,,,,,,,,,,5.6493705822719225,"rgba(239, 83, 80, 1.0)",0.0,0.0,,5.487590422366499,,20.835357597970045,-27.049300384472158,False,False,False,True,True,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1814086,-628626.7656739614,False,False,False,False,271355.68433718494,False,False,False,False
2022-01-31 00:00:00+00:00,5.648056679,5.6699144834,5.4207355123,5.4207355123,159958,,,,,,,,,,,5.649276692118377,"rgba(239, 83, 80, 1.0)",0.0,0.0,,5.497232563183054,,26.07009275814604,-29.834535166908868,False,False,False,True,True,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1654128,-668842.5003534139,False,False,False,False,266987.147696511,False,False,False,False
2022-02-01 00:00:00+00:00,5.8316622366,5.8884925283,5.648056679,5.7005154097,284717,,,,,,,,,,,5.67183022257305,"rgba(38, 166, 154, 1.0)",0.0,0.0,,5.543176745054701,,32.63369642428166,-23.736447689240634,False,False,False,True,True,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1369411,-696315.7748493585,False,False,False,False,267682.436022138,False,False,False,False
2022-02-02 00:00:00+00:00,5.9365796982,6.0414971597,5.7966897495,5.857891602,307239,,,,,,,,,,,5.777577182904665,"rgba(38, 166, 154, 1.0)",0.0,0.0,,5.598557532270765,,38.522568495422874,-18.484641640643474,False,False,False,True,True,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1062172,-710663.0777964426,False,False,False,False,269233.6738251914,False,False,False,False
2022-02-03 00:00:00+00:00,5.8316622366,5.9715521853,5.7792035059,5.814175993,279553,,,,,,,,,,,5.778624084886766,"rgba(38, 166, 154, 1.0)",0.0,0.0,,5.629137685367372,,41.03502897730077,-16.42931509968693,False,False,False,True,True,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1341725,-735410.6041573663,False,False,False,False,269638.353283027,False,False,False,False
2022-02-04 00:00:00+00:00,5.94532282,6.0065246725,5.7879466277,5.8666347238,624080,,,,,,,,,,,5.805418775409657,"rgba(38, 166, 154, 1.0)",0.0,0.0,,5.687823822346071,,44.35136130683897,-13.499455032222642,False,False,False,False,True,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-717645,-734713.913798254,False,False,False,False,283538.0257033005,False,False,False,False
2022-02-07 00:00:00+00:00,6.0152677943,6.0414971597,5.9103503328,5.94532282,221468,,,,,,,,,,,5.818869541330891,"rgba(38, 166, 154, 1.0)",0.0,0.0,,5.708394533376206,,47.51313555421079,-10.651467255820307,False,False,False,False,True,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-496177,-725359.5250218519,False,False,False,False,281103.9070482691,False,False,False,False
2022-02-08 00:00:00+00:00,6.2251027174,6.242588961,5.962983926,5.9802953071,383521,,,,,,,,,,,5.856951968374961,"rgba(38, 166, 154, 1.0)",0.0,0.0,,5.754415970579856,,52.100149909103095,-6.437816846174755,False,False,True,False,True,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-112656,-701331.9358053087,False,False,False,False,285120.2636346115,False,False,False,False
2022-02-09 00:00:00+00:00,6.2688183263,6.3649926661,6.2251027174,6.2950476917,364104,,,,,,,,,,,5.8994830673250975,"rgba(38, 166, 154, 1.0)",0.0,0.0,,5.802946242195891,,55.61779602487443,-3.235422681048,False,False,True,False,True,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,251448,-663968.0167541202,False,False,False,False,288217.66506070516,False,False,False,False
2022-02-10 00:00:00+00:00,6.2338458392,6.408708275,6.198873352,6.2163595956,168867,,,,,,,,,,,5.915768057715592,"rgba(38, 166, 154, 1.0)",0.0,0.0,,5.822333303229126,,57.328381679580616,-1.640388054794883,False,False,True,False,True,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,82581,-634691.5847245469,False,False,False,False,283537.24682303047,False,False,False,False
2022-02-11 00:00:00+00:00,6.1901302302,6.3737357879,6.155157743,6.2513320828,232264,,,,,,,,,,,5.933299555733566,"rgba(38, 166, 154, 1.0)",0.0,0.0,,5.844405312445971,,57.65674813182652,-1.1704967507070165,False,False,True,False,True,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-149683,-615671.640225545,False,False,False,False,281526.53126134304,False,False,False,False
2022-02-14 00:00:00+00:00,6.242588961,6.3212770571,6.1376714994,6.1639008648,260959,,,,,,,,,,,5.9502470832405905,"rgba(38, 166, 154, 1.0)",0.0,0.0,,5.8662483691523075,,58.57420488150538,0.013987663681461981,False,False,True,False,True,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,111276,-587163.8896284648,False,False,False,False,280719.9614079571,False,False,False,False
2022-02-15 00:00:00+00:00,6.6098000763,6.6535156853,6.2688183263,6.3300201789,336066,,,,,,,,,,,5.989448063207798,"rgba(38, 166, 154, 1.0)",0.0,0.0,,5.909662801648549,,62.86866450232414,4.373795339308778,False,False,True,False,True,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,447342,-546595.0312116622,False,False,False,False,282890.39429391955,False,False,False,False
2022-02-16 00:00:00+00:00,6.6972312942,6.7409469032,6.3912220315,6.539855102,310315,,,,,,,,,,,6.172600958947923,"rgba(38, 166, 154, 1.0)",0.0,0.0,,6.280231721232081,,66.3796510675932,7.873548872284012,False,False,True,False,True,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,757657,-495447.89273277356,False,False,False,False,283965.86902749137,False,False,False,False
2022-02-17 00:00:00+00:00,6.496139493,6.6535156853,6.452423884,6.5835707109,275140,,,,,,,,,,,6.182676220357263,"rgba(38, 166, 154, 1.0)",0.0,0.0,,6.2768237922637375,,65.12386385878942,7.873548872284012,False,False,True,False,True,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,482517,-457096.32831188047,False,False,False,False,283619.75651660934,False,False,False,False
2022-02-18 00:00:00+00:00,6.4873963712,6.6010569545,6.3912220315,6.4611670058,255718,,,,,,,,,,,6.190993577223108,"rgba(38, 166, 154, 1.0)",0.0,0.0,,6.275784895834173,,64.14097566489568,7.873548872284012,False,False,True,False,True,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,226799,-430276.90367219894,False,False,False,False,282525.56998654624,False,False,False,False
2022-02-22 00:00:00+00:00,6.2688183263,6.5748275891,6.1813871084,6.4174513968,909459,,,,,,,,,,,6.190142554622061,"rgba(38, 166, 154, 1.0)",0.0,0.0,,6.244702709963275,,60.147819238078746,7.873548872284012,False,False,True,False,False,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-682660,-440174.2799987794,False,False,False,False,307111.19469295617,False,False,False,False
2022-02-23 00:00:00+00:00,6.0939558905,6.3868504706,6.0589834033,6.3212770571,153910,,,,,,,,,,,6.185788518751039,"rgba(38, 166, 154, 1.0)",0.0,0.0,,6.235605483264619,,55.32734710055407,13.551421995795302,False,False,True,False,False,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-836570,-455719.21019490575,False,False,False,False,301103.3047049971,False,False,False,False
2022-02-24 00:00:00+00:00,6.1026990123,6.1376714994,5.6830291661,5.7092585315,219412,,,,,,,,,,,6.131402214883882,"rgba(38, 166, 154, 1.0)",0.0,0.0,,6.132417960639647,,52.2364688074082,10.584642756126826,False,False,False,False,False,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-617158,-462050.14312843885,False,False,False,False,297899.7241283306,False,False,False,False
2022-02-25 00:00:00+00:00,6.242588961,6.2550916251,6.1376714994,6.1376714994,110227,,,,,,,,,,,6.14653330564762,"rgba(38, 166, 154, 1.0)",0.0,0.0,,6.157027265025248,,52.09315578024204,10.307558658674964,False,False,False,False,False,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-506931,-463810.1767312452,False,False,False,False,290540.0094566314,False,False,False,False
2022-02-28 00:00:00+00:00,6.2251027174,6.2775614481,6.111442134,6.1464146212,173840,,,,,,,,,,,6.155832548997508,"rgba(38, 166, 154, 1.0)",0.0,0.0,,6.171707507213338,,51.748098740783476,9.67018193818307,False,False,False,False,False,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-680771,-472318.4443104121,False,False,False,False,285963.5384975478,False,False,False,False
2022-03-01 00:00:00+00:00,6.3300201789,6.3562495443,6.248621715,6.2513320828,243560,,,,,,,,,,,6.172178532963758,"rgba(38, 166, 154, 1.0)",0.0,0.0,,6.195478092378156,,52.938360857450235,9.67018193818307,False,False,False,False,False,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-437211,-470941.68178843515,False,False,False,False,284300.6546348989,False,False,False,False
2022-03-02 00:00:00+00:00,6.5923138327,6.6141716372,6.2950476917,6.3387633007,314748,,,,,,,,,,,6.20384998238928,"rgba(38, 166, 154, 1.0)",0.0,0.0,,6.238912800147759,,56.60885700203045,9.67018193818307,False,False,True,False,True,,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,-122463,-457275.85113006516,False,False,False,False,285494.6681786283,False,False,False,False
2022-03-03 00:00:00+00:00,6.749690025,6.7846625122,6.539855102,6.6185431981,207476,,,,,,,,,,,6.3072668998139285,"rgba(38, 166, 154, 1.0)",1.0,6.819089,,6.378445819533685,,60.41464344605538,2.9271685900629336,False,False,True,False,True,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,85013,-436009.6216739842,False,False,False,False,282435.11256378016,False,False,False,False
2022-03-04 00:00:00+00:00,6.5573413455,6.6797450507,6.3999651532,6.6797450507,396889,,,,,,,,,,,6.31166774823748,"rgba(38, 166, 154, 1.0)",0.0,0.0,,6.376437507381715,,59.959549094841634,2.9271685900629336,False,False,True,False,True,,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,-311876,-431141.6365102986,False,False,False,False,286923.500306377,False,False,False,False
2022-03-07 00:00:00+00:00,5.8316622366,6.5485982237,5.8316622366,6.5223688584,357862,,,,,,,,,,,6.262575014082521,"rgba(239, 83, 80, 1.0)",0.0,0.0,,6.305498654764832,,52.6911752576451,10.315331347887351,False,False,False,False,False,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-669738,-440498.35664714966,False,False,False,False,289705.40225514653,False,False,False,False
2022-03-08 00:00:00+00:00,6.0327540379,6.2417146488,5.8222196651,5.8316622366,569716,,,,,,,,,,,6.190951822280608,"rgba(239, 83, 80, 1.0)",0.0,0.0,,6.24271536499405,,49.85269693692401,7.7052912860806515,False,False,False,False,False,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-100022,-427146.34266098693,False,False,False,False,300686.21000984666,False,False,False,False
2022-03-09 00:00:00+00:00,6.5311119802,6.539855102,6.1639008648,6.1901302302,415903,,,,,,,,,,,6.226799728308803,"rgba(239, 83, 80, 1.0)",0.0,0.0,,6.2605121201035585,,51.863316326487634,7.7052912860806515,False,False,False,False,False,,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,315881,-398008.01549781096,False,False,False,False,305204.5154996566,False,False,False,False
2022-03-10 00:00:00+00:00,6.4436807622,6.4873963712,6.2251027174,6.4873963712,218679,,,,,,,,,,,6.236386728326106,"rgba(239, 83, 80, 1.0)",0.0,0.0,,6.2663907527932965,,52.47904992412506,7.7052912860806515,False,False,False,False,False,,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,97202,-378588.0148900537,False,False,False,False,301811.3580290819,False,False,False,False
2022-03-11 00:00:00+00:00,6.3737357879,6.5311119802,6.242588961,6.4261945186,393260,,,,,,,,,,,6.248770578270446,"rgba(239, 83, 80, 1.0)",0.0,0.0,,6.274954564818454,,52.29691768752599,7.7052912860806515,False,False,False,False,False,,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,-296058,-375351.5437178947,False,False,False,False,305397.5792828434,False,False,False,False
2022-03-14 00:00:00+00:00,5.7267447751,6.3562495443,5.7180016533,6.3562495443,663966,,,,,,,,,,,6.202821795897594,"rgba(239, 83, 80, 1.0)",0.0,0.0,,6.226948481361795,,47.81409503197041,5.386488840630619,False,False,False,False,False,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-960024,-398279.8753368008,False,False,False,False,319459.08597763383,False,False,False,False
2022-03-15 00:00:00+00:00,6.2688183263,6.2950476917,5.7005154097,5.7005154097,313775,,,,,,,,,,,6.182209771212556,"rgba(239, 83, 80, 1.0)",0.0,0.0,,6.19214544908656,,48.66672934823729,5.386488840630619,False,False,False,False,False,0.0,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,-0.02618018481660483,-0.02618018481660483,False,False,False,False,-646249,-408004.1547353576,False,False,False,False,319236.18064517766,False,False,False,False
2022-03-16 00:00:00+00:00,6.242588961,6.5048826148,6.1639008648,6.3562495443,295964,,,,,,,,,,,6.199885512427565,"rgba(239, 83, 80, 1.0)",0.0,0.0,,6.2161728047587435,,49.06841420153859,5.386488840630619,False,False,False,False,False,0.0,,0.0,0.0,0.0,0.0,1,0.9377846663622558,0.9873040208726085,False,False,False,False,0.1357770363360785,0.05479842575973683,False,False,False,False,-942213,-428953.521216324,False,False,False,False,318323.5461100727,False,False,False,False
2022-03-17 00:00:00+00:00,6.2600752045,6.3912220315,6.1726439866,6.2688183263,211926,,,,,,,,,,,6.204543143020944,"rgba(239, 83, 80, 1.0)",0.0,0.0,,6.221577582924555,,49.45700716755614,5.386488840630619,True,False,False,False,False,0.0,,0.0,0.0,0.0,0.0,1,0.9384728431452283,0.993661620280309,False,False,False,False,0.13949783551950637,0.0971481306396216,False,False,False,False,-730287,-440770.5203843113,False,False,False,False,314151.0933214424,False,False,False,False
2022-03-18 00:00:00+00:00,6.3824789097,6.7380365381,6.3385829062,6.3561413076,575027,,,,,,,,,,,6.283985330361073,"rgba(239, 83, 80, 1.0)",0.0,0.0,,6.299006845957623,,50.590831350886326,5.386488840630619,True,False,False,False,False,0.0,,0.0,0.0,0.0,0.0,1,0.9579606762584892,0.9576016049709478,False,False,False,False,0.2743008607328745,0.18572449568624805,False,False,False,False,-155260,-429574.02938884817,False,False,False,False,324381.521034327,False,False,False,False
2022-03-21 00:00:00+00:00,6.373699709,6.5931797265,6.2964427428,6.3824789097,206974,,,,,,,,,,,6.28751994916059,"rgba(239, 83, 80, 1.0)",0.0,0.0,,6.301460268207319,,51.27371400796605,5.386488840630619,True,False,False,False,False,0.0,,0.0,0.0,0.0,0.0,1,0.95292972745628,0.9700520741151796,False,False,False,False,0.22425399284902164,0.20498924426763485,False,False,False,False,-362234,-426933.24392261886,False,False,False,False,319777.3045231769,False,False,False,False
2022-03-22 00:00:00+00:00,6.5141669202,6.5405045223,6.2771285012,6.373699709,203347,,,,,,,,,,,6.292674401008705,"rgba(239, 83, 80, 1.0)",0.0,0.0,,6.306043554174476,,52.801898219269276,5.386488840630619,True,False,True,False,True,1.606744882378809,,0.0,0.0,0.0,0.0,1,0.9602595812572678,0.9681129560854054,False,False,False,False,0.2052905653603991,0.20513990481401698,False,False,False,False,-158887,-416421.6265138887,False,False,False,False,315211.41022815043,False,False,False,False
2022-03-23 00:00:00+00:00,6.3122453041,6.5097773198,6.2946869027,6.4527125153,269382,,,,,,,,,,,6.293772173314061,"rgba(239, 83, 80, 1.0)",0.0,0.0,,6.305776313579879,,52.01388121561985,5.386488840630619,True,False,False,False,True,0.0,,0.0,0.0,0.0,0.0,1,0.9761997433494611,0.9443335849025806,False,False,False,False,0.20183772697433816,0.20348881589417755,False,False,False,False,-428269,-416886.229395697,False,False,False,False,313414.1784544975,False,False,False,False
2022-03-24 00:00:00+00:00,6.5141669202,6.5844005258,6.2156740963,6.3034661034,276226,,,,,,,,,,,6.299760267315566,"rgba(239, 83, 80, 1.0)",0.0,0.0,,6.311246332527673,,53.08192025048388,5.386488840630619,True,False,True,False,True,1.548080439763261,,0.0,0.0,0.0,0.0,1,0.9744321873895745,0.9473011042726864,False,False,False,False,0.20068783910937626,0.2020883275017769,False,False,False,False,-152043,-406500.22039978736,False,False,False,False,311955.81851510546,False,False,False,False
2022-03-25 00:00:00+00:00,5.961077276,6.4175957125,5.8996228711,6.4175957125,880034,,,,,,,,,,,6.251512613661019,"rgba(239, 83, 80, 1.0)",0.0,0.0,,6.265143018693302,,49.64952089887487,4.813463540371352,False,False,False,False,False,0.0,,0.0,0.0,0.0,0.0,1,0.9270316657585784,0.9646114078972938,False,False,False,False,0.0766869467000548,0.13938763710091584,False,False,False,False,-1032077,-431032.6431292074,False,False,False,False,334233.39425961114,False,False,False,False
2022-03-28 00:00:00+00:00,6.048869283,6.1191028886,5.961077276,6.0225316809,483069,,,,,,,,,,,6.231546426101576,"rgba(239, 83, 80, 1.0)",0.0,0.0,,6.244743297014886,,48.082695402875764,3.2017939060283496,False,False,False,False,False,0.0,,0.0,0.0,0.0,0.0,1,0.9356880629710943,0.978403552273869,False,False,False,False,0.016893464878222943,0.07814055098956939,False,False,False,False,-549008,-435659.1277123758,False,False,False,False,340070.0846808029,False,False,False,False
2022-03-29 00:00:00+00:00,6.3034661034,6.3385829062,6.1191028886,6.1542196914,328072,,,,,,,,,,,6.235785848543514,"rgba(239, 83, 80, 1.0)",0.0,0.0,,6.244662025550454,,49.014051222689645,3.2017939060283496,False,False,False,False,False,0.0,,0.0,0.0,0.0,0.0,1,0.9594463130161202,0.9506829215200547,False,False,False,False,0.1123525934767048,0.0952465722331371,False,False,False,False,-220936,-427238.6129001258,False,False,False,False,339599.5715560655,False,False,False,False
2022-03-30 00:00:00+00:00,6.1015444872,6.2771285012,6.0005836792,6.2771285012,271893,,,,,,,,,,,6.231315580202338,"rgba(239, 83, 80, 1.0)",0.0,0.0,,6.239287281114682,,48.17865661037064,3.065630886577594,False,False,False,False,False,0.0,,0.0,0.0,0.0,0.0,1,0.9619409009708506,0.9444018149667738,False,False,False,False,0.06669483333745135,0.08097070278529422,False,False,False,False,-492829,-429810.78494325816,False,False,False,False,336944.4118872002,False,False,False,False
