date,Close,High,Low,Open,Volume,aVWAP_OB_bull_70,aVWAP_OB_bull_52,aVWAP_OB_bear_45,Peaks_Valleys_avg,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,SMA_50,SMA_200,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2022-03-11 00:00:00+00:00,18.0,22.02,18.0,20.24,22835283,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,13.369183452908812,-38.28402069953618,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-121157549,-37155811.90587953,False,False,False,False,15845874.313381748,False,False,False,False
2022-03-18 00:00:00+00:00,21.96,21.96,16.585,17.79,20110618,,,,20.168333333333337,"rgba(38, 166, 154, 1.0)",-1.0,17.816553,,20.168333333333337,,19.238408488890283,-33.35791938234385,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-101046931,-41888487.39433289,False,False,False,False,16161781.253131248,False,False,False,False
2022-03-25 00:00:00+00:00,22.08,23.9,21.21,21.59,13412398,,,,21.059878817884407,"rgba(239, 83, 80, 1.0)",0.0,0.0,,21.059878817884407,,23.578572346464284,-29.56172285022391,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-87634533,-45277083.36512305,False,False,False,False,15958123.234380785,False,False,False,False
2022-04-01 00:00:00+00:00,23.02,24.39,21.51,22.25,8673411,,,,21.453186465527047,"rgba(38, 166, 154, 1.0)",0.0,0.0,,21.453186465527047,,27.834013058103253,-25.906409423605208,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-78961122,-47772197.3380769,False,False,False,False,15418514.920722948,False,False,False,False
2022-04-08 00:00:00+00:00,20.79,24.62,20.48,23.28,9187821,,,,21.753868605284122,"rgba(239, 83, 80, 1.0)",1.0,23.2614,,21.753868605284122,,29.384097491880148,-24.842123583617433,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-88148943,-50763067.387108244,False,False,False,False,14956982.037706435,False,False,False,False
2022-04-15 00:00:00+00:00,19.69,21.71,19.57,20.37,6388229,,,,21.350050429684657,"rgba(239, 83, 80, 1.0)",0.0,0.0,,21.350050429684657,,29.85623534346923,-24.701710614852274,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-94537172,-54005593.65472986,False,False,False,False,14322259.59046892,False,False,False,False
2022-04-22 00:00:00+00:00,17.85,20.16,17.5905,19.54,8838941,,,,20.660147362295326,"rgba(239, 83, 80, 1.0)",0.0,0.0,,20.660147362295326,,29.24497713170457,-24.701710614852274,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-103376113,-57662669.16178691,False,False,False,False,13916087.84302678,False,False,False,False
2022-04-29 00:00:00+00:00,16.99,18.9,16.55,17.77,10062141,,,,20.016936969347604,"rgba(239, 83, 80, 1.0)",0.0,0.0,,20.016936969347604,,28.405749387779714,-24.701710614852274,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-113438254,-61794193.964617506,False,False,False,False,13630610.29909887,False,False,False,False
2022-05-06 00:00:00+00:00,16.19,18.59,15.3282,16.99,12992158,,,,19.358402212060536,"rgba(239, 83, 80, 1.0)",0.0,0.0,,19.358402212060536,,27.443794169189523,-24.701710614852274,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-126430412,-66582061.967238426,False,False,False,False,13583317.536202658,False,False,False,False
2022-05-13 00:00:00+00:00,17.78,17.82,13.37,15.5,20699939,,,,17.87470162096558,"rgba(239, 83, 80, 1.0)",0.0,0.0,,17.87470162096558,,28.751405377603135,-24.701710614852274,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-105730473,-69481944.2659615,False,False,False,False,14110474.681669129,False,False,False,False
2022-05-20 00:00:00+00:00,18.22,18.8,16.7,17.4,13356483,,,,18.02664955495114,"rgba(239, 83, 80, 1.0)",0.0,0.0,,18.02664955495114,,30.207344905865682,-24.701710614852274,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-92373990,-71177651.35737176,False,False,False,False,14054623.445989933,False,False,False,False
2022-05-27 00:00:00+00:00,19.73,20.0999,16.1,18.13,10263618,,,,18.16950443526088,"rgba(239, 83, 80, 1.0)",0.0,0.0,,18.16950443526088,,32.94691147910883,-22.246230086351314,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,-82110372,-71987482.51608497,False,False,False,False,13773808.227768457,False,False,False,False
2022-06-03 00:00:00+00:00,19.84,20.025,15.0701,19.64,44605948,,,,18.29353646668065,"rgba(239, 83, 80, 1.0)",0.0,0.0,,18.29353646668065,,35.023630897840505,-20.280996755015302,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,-37504424,-69433181.88526386,False,False,False,False,16057670.433118941,False,False,False,False
2022-06-10 00:00:00+00:00,17.89,21.58,17.47,19.66,19927649,,,,18.54640544213869,"rgba(239, 83, 80, 1.0)",0.0,0.0,,18.54640544213869,,35.16377652252,-20.150987072771898,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,-57432073,-68544210.8567258,False,False,False,False,16344335.512147168,False,False,False,False
2022-06-17 00:00:00+00:00,16.86,17.6,15.62,17.0,14517784,,,,18.194976316452696,"rgba(239, 83, 80, 1.0)",0.0,0.0,,18.194976316452696,,34.634227535708256,-20.150987072771898,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,-71949857,-68796480.94141278,False,False,False,False,16209035.400136266,False,False,False,False
2022-06-24 00:00:00+00:00,19.07,19.74,16.87,17.25,15623291,,,,18.262282516759427,"rgba(239, 83, 80, 1.0)",0.0,0.0,,18.262282516759427,,36.634798430199865,-18.625262709651174,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,-0.2301411150054123,-0.2301411150054123,False,False,False,False,-56326566,-67872783.53834516,False,False,False,False,16165646.9260521,False,False,False,False
2022-07-01 00:00:00+00:00,19.15,19.41,17.2601,19.01,9041333,,,,18.292160950246,"rgba(239, 83, 80, 1.0)",0.0,0.0,,18.292160950246,,38.144132047201715,-17.10986690615944,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,1,0.8446055235957864,1.1565790578915742,False,False,False,False,-0.21053386479751665,-0.22033748990146446,False,False,False,False,-47285233,-66347779.794764034,False,False,False,False,15637919.968566757,False,False,False,False
2022-07-08 00:00:00+00:00,19.94,20.76,18.525,18.93,12383230,,,,18.42608385947134,"rgba(239, 83, 80, 1.0)",0.0,0.0,,18.42608385947134,,40.02726490866812,-15.242982777876897,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,1,0.8862049430860033,1.1214253091624509,False,False,False,False,-0.1374226755584011,-0.17888008272993278,False,False,False,False,-34902003,-64018462.99515188,False,False,False,False,15396831.822746998,False,False,False,False
2022-07-15 00:00:00+00:00,19.12,19.99,18.01,19.79,9004501,,,,18.4631589667744,"rgba(239, 83, 80, 1.0)",0.0,0.0,,18.4631589667744,,40.71810183844356,-14.52001880894018,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,1,0.8891073252146999,1.1231516013082188,False,False,False,False,-0.127307777044933,-0.1530939298874329,False,False,False,False,-43906504,-62528688.25477026,False,False,False,False,14923325.83587685,False,False,False,False
2022-07-22 00:00:00+00:00,18.5,21.47,18.38,19.99,11241657,,,,18.530824992070436,"rgba(239, 83, 80, 1.0)",0.0,0.0,,18.530824992070436,,40.72869323429446,-14.40356373057665,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,1,0.9168485837363897,1.067462469798778,False,False,False,False,-0.05776306474378985,-0.10542849731561138,False,False,False,False,-55148161,-61981982.53219468,False,False,False,False,14650609.6258119,False,False,False,False
2022-07-29 00:00:00+00:00,18.41,18.875,17.42,18.36,6684197,,,,18.518665136942772,"rgba(239, 83, 80, 1.0)",0.0,0.0,,18.518665136942772,,40.664592788011824,-14.30992627301552,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,1,0.9447900986401535,1.0712887765993007,False,False,False,False,-0.17113196447969714,-0.13828023089765426,False,False,False,False,-61832358,-61970899.23351359,False,False,False,False,14060504.98686287,False,False,False,False
2022-08-05 00:00:00+00:00,21.34,21.68,17.85,18.25,6801832,,,,18.585487887196713,"rgba(239, 83, 80, 1.0)",0.0,0.0,,18.585487887196713,,43.62309540437498,-11.314721825525794,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,1,0.9307885279110781,1.05702473447858,False,False,False,False,-0.06786483632288108,-0.10307253361026766,False,False,False,False,-55030526,-61456797.51251259,False,False,False,False,13522825.506354509,False,False,False,False
2022-08-12 00:00:00+00:00,22.81,23.5842,21.03,21.38,7786824,,,,19.491348783573265,"rgba(239, 83, 80, 1.0)",0.0,0.0,,19.62570559889541,,46.95047886462619,-8.064051414583588,False,False,False,False,True,,,,0.0,0.0,0.0,0.0,1,0.9557092305201563,1.043201424705692,False,False,False,False,0.25141767873638166,0.074172572563057,False,False,False,False,-47243702,-60403975.62269685,False,False,False,False,13097936.505883805,False,False,False,False
2022-08-19 00:00:00+00:00,19.8,23.04,19.64,22.44,8160534,,,,19.390073237739895,"rgba(239, 83, 80, 1.0)",0.0,0.0,,19.486365662601617,,46.80209762307471,-8.064051414583588,False,False,False,False,True,,,,0.0,0.0,0.0,0.0,1,0.9835716526962212,1.029401633987699,False,False,False,False,0.17356855789746495,0.12387056523026096,False,False,False,False,-55404236,-60033624.53953412,False,False,False,False,12732202.98692945,False,False,False,False
2022-08-26 00:00:00+00:00,18.82,20.42,18.65,19.5,6630567,,,,19.263791165840875,"rgba(239, 83, 80, 1.0)",0.0,0.0,,19.326934592078544,,45.995215868912474,-8.064051414583588,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,1,0.9962782522672646,1.0142867090385645,False,False,False,False,0.014174063497495875,0.06902231436387841,False,False,False,False,-62034803,-60181859.98105011,False,False,False,False,12280229.950860603,False,False,False,False
2022-09-02 00:00:00+00:00,14.51,19.15,14.04,18.34,23331414,,,,18.510212405275006,"rgba(239, 83, 80, 1.0)",0.0,0.0,,18.439998497074626,,42.91422876643994,-8.064051414583588,False,False,False,True,False,,,,0.0,0.0,0.0,0.0,1,0.9255062055740094,1.0858555962683392,False,False,False,False,-0.24505546335365777,-0.08801657449488967,False,False,False,False,-85366217,-62047367.90837973,False,False,False,False,13098836.17672278,False,False,False,False
2022-09-09 00:00:00+00:00,15.02,15.3,14.03,14.43,10229434,,,,18.252159415426405,"rgba(239, 83, 80, 1.0)",0.0,0.0,,18.14758091388398,,41.169795441406634,-3.750322863726005,False,False,False,True,False,,,,0.0,0.0,0.0,0.0,1,0.9459597647035002,1.0812501898368923,False,False,False,False,-0.34282825441539394,-0.21542241445514182,False,False,False,False,-75136783,-63016954.211462714,False,False,False,False,12886287.867335908,False,False,False,False
2022-09-16 00:00:00+00:00,14.03,15.51,14.01,15.13,10721834,,,,18.01916574766141,"rgba(239, 83, 80, 1.0)",0.0,0.0,,17.888089077035204,,39.41091742325249,-5.4452763364853,False,False,False,True,False,,,,0.0,0.0,0.0,0.0,1,0.9617381907421061,1.081847000673408,False,False,False,False,-0.3343590326017866,-0.2748907235284642,False,False,False,False,-85858617,-64708929.232835844,False,False,False,False,12725957.951236952,False,False,False,False
2022-09-23 00:00:00+00:00,13.15,14.14,12.81,14.0,9386188,,,,17.787321586773324,"rgba(239, 83, 80, 1.0)",0.0,0.0,,17.632021264031362,,37.710582458672235,-7.0840539751262455,False,False,False,True,False,,,,0.0,0.0,0.0,0.0,1,0.8820821846511665,1.1282186819770073,False,False,False,False,-0.34282825441539394,-0.30885948897192905,False,False,False,False,-95244805,-66970845.95632949,False,False,False,False,12478567.58447866,False,False,False,False
2022-09-30 00:00:00+00:00,12.5,13.8,12.14,13.08,9202427,,,,17.563184528958644,"rgba(239, 83, 80, 1.0)",0.0,0.0,,17.38670914042971,,36.17167108816595,-8.573010108107574,False,False,False,True,False,,,,0.0,0.0,0.0,0.0,0,0.8667313485905496,1.1418132805587635,False,False,False,False,-0.34282825441539394,-0.32584387169366147,False,False,False,False,-104447232,-69746874.55215693,False,False,False,False,12235890.504146907,False,False,False,False
2022-10-07 00:00:00+00:00,12.54,13.835,12.345,12.6,6308798,,,,17.42789728475249,"rgba(239, 83, 80, 1.0)",0.0,0.0,,17.2401191579033,,35.1156116662536,-9.615183657962277,False,False,False,True,False,,,,0.0,0.0,0.0,0.0,0,0.879345217150001,1.149978114781534,False,False,False,False,-0.33333887797842415,-0.32959137483604284,False,False,False,False,-98138434,-71849953.02977493,False,False,False,False,11796846.61495084,False,False,False,False
2022-10-14 00:00:00+00:00,11.71,12.6426,11.29,12.55,7530085,,,,16.34898942113523,"rgba(239, 83, 80, 1.0)",0.0,0.0,,15.601022462966757,,33.92257051654987,-10.814680322056581,False,False,False,True,False,,,,0.0,0.0,0.0,0.0,0,0.8758730838449832,1.1268380331815262,False,False,False,False,-0.34282825441539394,-0.3362098146257184,False,False,False,False,-105668519,-74355031.99053235,False,False,False,False,11480790.199028555,False,False,False,False
2022-10-21 00:00:00+00:00,12.56,13.02,12.02,12.02,5768604,,,,16.301181340234663,"rgba(239, 83, 80, 1.0)",0.0,0.0,,15.571009412077323,,34.043570956687915,-10.814680322056581,False,False,False,True,False,,,,0.0,0.0,0.0,0.0,0,0.9089272110256943,1.0962228479900034,False,False,False,False,-0.3036619162860781,-0.31993586545589825,False,False,False,False,-99899915,-76247245.54678921,False,False,False,False,11057665.29539681,False,False,False,False
2022-10-28 00:00:00+00:00,13.14,13.5687,12.15,12.55,7215154,,,,16.247747418751974,"rgba(239, 83, 80, 1.0)",0.0,0.0,,15.537151534515608,,34.78284773777638,-10.814680322056581,False,False,False,True,False,,,,0.0,0.0,0.0,0.0,0,0.9251479113129745,1.0705387557521069,False,False,False,False,-0.28010387770722467,-0.30001987158156146,False,False,False,False,-92684761,-77464839.28406408,False,False,False,False,10773034.829071121,False,False,False,False
2022-11-04 00:00:00+00:00,12.09,13.6,11.71,13.02,5655405,,,,16.165543724574807,"rgba(239, 83, 80, 1.0)",0.0,0.0,,15.452523213943984,,34.64906008521973,-10.814680322056581,False,False,False,True,False,,,,0.0,0.0,0.0,0.0,0,0.9355066030915098,1.0668088260865587,False,False,False,False,-0.294252202909325,-0.29713603724544324,False,False,False,False,-98340166,-79011159.78154083,False,False,False,False,10393951.138028815,False,False,False,False
2022-11-11 00:00:00+00:00,14.96,14.97,11.71,12.15,8027410,,,13.879999999999999,15.825648969733336,"rgba(239, 83, 80, 1.0)",0.0,0.0,,14.66449569907187,,37.48601300961841,-10.814680322056581,False,False,False,True,True,,,,-1.0,14.97,11.71,56.0,0,0.9647352346272033,1.0347987112048744,False,False,False,False,-0.24724141565782248,-0.27218872645163283,False,False,False,False,-90312756,-79848315.05698225,False,False,False,False,10218651.794471126,False,False,False,False
2022-11-18 00:00:00+00:00,12.77,14.91,12.7186,14.74,6472332,,,13.695289749183123,15.760564282364289,"rgba(239, 83, 80, 1.0)",0.0,0.0,,14.601719904917887,,38.0696017636676,-10.814680322056581,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,0.9280532493381035,1.0500685148097397,False,False,False,False,-0.21531865094083652,-0.24375368869623468,False,False,False,False,-96785088,-81102890.83053912,False,False,False,False,9941146.624510301,False,False,False,False
2022-11-25 00:00:00+00:00,12.61,12.735,11.85,12.56,3933302,,,13.418541032889992,15.67153715297157,"rgba(239, 83, 80, 1.0)",0.0,0.0,,14.484573677290859,,38.38718504753707,-10.814680322056581,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,0.9195040996749235,1.108574237730683,False,False,False,False,-0.31963885386364643,-0.28169627127994057,False,False,False,False,-100718390,-82555890.7690177,False,False,False,False,9496121.096768796,False,False,False,False
2022-12-02 00:00:00+00:00,13.32,13.3975,12.135,12.46,4883249,,,13.320586647252775,15.614571359852395,"rgba(239, 83, 80, 1.0)",0.0,0.0,,14.426384307658381,,39.31105603096671,-15.285020885540504,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,0.9371294768034942,1.1027463097058676,False,False,False,False,-0.286535860530163,-0.2841160659050518,False,False,False,False,-95835141,-83539538.93427564,False,False,False,False,9154426.867378514,False,False,False,False
2022-12-09 00:00:00+00:00,12.2,13.51,11.5,13.21,15449255,,,12.955033183482922,15.39547870247238,"rgba(239, 83, 80, 1.0)",0.0,0.0,,14.183591340674933,,39.215949731596574,-15.229244567927068,False,False,False,True,True,0.0,18.6388,,0.0,0.0,0.0,0.0,0,0.8802105705858989,1.1325501938378089,False,False,False,False,-0.3047106402738934,-0.2944133530894726,False,False,False,False,-111284396,-85594713.53173672,False,False,False,False,9620710.432757884,False,False,False,False
2022-12-16 00:00:00+00:00,12.62,14.11,12.16,12.23,12786465,,,12.957091872744135,15.305375131251994,"rgba(239, 83, 80, 1.0)",0.0,0.0,,14.120944005630601,,39.58171238610082,-14.69850889403292,False,False,False,True,True,0.0,18.266199999999998,,0.0,0.0,0.0,0.0,0,0.9301328830986654,1.0557671554050756,False,False,False,False,-0.26118963300697684,-0.2778014930482247,False,False,False,False,-98497931,-86550507.41827473,False,False,False,False,9855210.771072116,False,False,False,False
2022-12-23 00:00:00+00:00,10.9,12.76,10.6,12.59,10205323,,,12.70308935161808,15.139423471297048,"rgba(239, 83, 80, 1.0)",0.0,0.0,,13.930554686152181,,38.70438284584581,-14.69850889403292,False,False,False,True,True,0.0,17.8854,,0.0,0.0,0.0,0.0,0,0.8779288379155042,1.120605941834419,False,False,False,False,-0.34282825441539394,-0.3103148737318093,False,False,False,False,-108703254,-88191451.60951364,False,False,False,False,9881145.01025196,False,False,False,False
2022-12-30 00:00:00+00:00,11.19,11.23,10.16,10.71,7807610,,10.86,12.496230528604162,14.484607878601478,"rgba(239, 83, 80, 1.0)",0.0,0.0,,12.520658918837228,,38.39455284312025,-14.69850889403292,False,False,False,True,True,0.0,17.5496,,1.0,11.23,10.16,0.0,0,0.8599554554049561,1.1454612719873543,False,False,False,False,-0.34282825441539394,-0.32657156407360166,False,False,False,False,-100895644,-89132502.8976978,False,False,False,False,9727549.82430737,False,False,False,False
2023-01-06 00:00:00+00:00,10.95,11.54,10.475,11.43,5319293,,10.912003324902049,12.389119244539117,14.419633113766551,"rgba(239, 83, 80, 1.0)",0.0,0.0,,12.464764106330835,,38.00931733455958,-14.69850889403292,False,False,False,True,True,0.0,17.2596,,0.0,0.0,0.0,0.0,0,0.8386800994853809,1.1685788184773847,False,False,False,False,-0.32302364713739184,-0.32479760560549675,False,False,False,False,-106214937,-90397868.38675722,False,False,False,False,9401012.281766083,False,False,False,False
2023-01-13 00:00:00+00:00,12.65,12.65,11.08,11.18,10442286,,11.450157692811011,12.357000218485009,14.41181443971662,"rgba(239, 83, 80, 1.0)",0.0,0.0,,12.558740653476077,,39.60006919758755,-14.116295915101169,False,False,False,True,True,0.0,17.046,,0.0,0.0,0.0,0.0,1,0.8568256980107317,1.1308830138238581,False,False,False,False,-0.26986627640086763,-0.29733194100318217,False,False,False,False,-95772651,-90796000.43218262,False,False,False,False,9478143.668301929,False,False,False,False
2023-01-20 00:00:00+00:00,13.54,14.17,12.43,12.75,10430786,,12.042210249321263,12.468434966261393,14.470470694362435,"rgba(239, 83, 80, 1.0)",0.0,0.0,,12.747867898974885,,41.6228001747626,-12.07174399227295,False,False,False,True,True,0.0,16.8132,,0.0,0.0,0.0,0.0,1,0.8723368178645647,1.133578078605031,False,False,False,False,-0.18398726617323946,-0.2406596035882108,False,False,False,False,-85341865,-90391990.40016909,False,False,False,False,9548709.76694623,False,False,False,False
2023-01-27 00:00:00+00:00,17.77,18.18,13.45,13.69,34661486,,14.275751917877193,13.531047528991545,15.04928252127917,"rgba(38, 166, 154, 1.0)",0.0,0.0,,13.878893258518804,,46.40034590030726,-7.481036384468382,False,False,False,False,True,0.0,16.668599999999998,,0.0,0.0,0.0,0.0,0,0.9167506259908434,1.003148474656631,False,False,False,False,-0.039012988589140436,-0.13983629608867562,False,False,False,False,-50680379,-87450389.55571212,False,False,False,False,11408915.413839102,False,False,False,False
2023-02-03 00:00:00+00:00,25.88,28.48,16.205,17.7,212938914,,21.26727330894002,19.726893788475017,19.14260495156769,"rgba(38, 166, 154, 1.0)",0.0,0.0,,19.69853452493991,,53.50301941427582,-0.849191663990112,False,False,False,False,True,6.684970534067986,16.7624,,0.0,0.0,0.0,0.0,0,0.9652463028152097,0.8826862525905118,False,False,False,False,0.34282824805645334,0.10149597598388886,False,False,False,False,162258535,-68953432.18121491,False,False,False,False,26337063.457258426,False,False,False,False
2023-02-10 00:00:00+00:00,22.99,30.9199,21.56,27.46,275511775,,23.19070018795288,22.14413557148903,21.86444960074812,"rgba(38, 166, 154, 1.0)",0.0,0.0,,23.060546457961188,,56.42128126764125,1.6170027473513002,False,False,True,False,True,2.3118594545839812,16.79,,0.0,0.0,0.0,0.0,0,1.000072207275316,0.8864800541843394,False,False,False,False,0.34282824965077513,0.222162112817332,False,False,False,False,-113253240,-72234899.42705084,False,False,False,False,44794449.4974615,False,False,False,False
2023-02-17 00:00:00+00:00,23.84,26.77,20.41,22.93,115681298,,23.273684986454416,22.38496246302883,22.062754063539096,"rgba(38, 166, 154, 1.0)",0.0,0.0,,23.104933401874625,,58.84037799081206,3.632757835053596,False,False,True,False,True,3.4612945060470786,16.8658,,0.0,0.0,0.0,0.0,0,1.003393112120889,0.941070644594357,False,False,False,False,0.22101965033938542,0.2215908815783587,False,False,False,False,2428058,-66704309.98801004,False,False,False,False,50045327.1643162,False,False,False,False
2023-02-24 00:00:00+00:00,22.41,25.36,21.3001,24.04,65208950,,23.251567179190697,22.437015180895234,22.107686023755598,"rgba(38, 166, 154, 1.0)",0.0,0.0,,23.07123529805049,,59.54892085545104,4.075112887060776,False,False,True,False,True,1.3876464784009883,16.953999999999997,,0.0,0.0,0.0,0.0,0,1.0285267467615276,0.9266393717699174,False,False,False,False,0.2094634374103298,0.21552715949434426,False,False,False,False,-62780892,-66413686.433342636,False,False,False,False,51168558.48547796,False,False,False,False
